Rank,Name,Domestic Box Office,Movies,Average
"1,288",Billy Crudup,115587165,10,11558717
"1,289",Corey Feldman,115578570,3,38526190
"1,290",Peter O'Toole,115495948,6,19249325
"1,291",Mackenzie Phillips,115000000,1,115000000
"1,292",Charles Martin Smith,115000000,1,115000000
"1,293",Cindy Williams,115000000,2,57500000
"1,294",Paul Le Mat,115000000,2,57500000
"1,295",Richard Pryor,114974571,4,28743643
"1,296",Missi Pyle,114567468,4,28641867
"1,297",Rick Yune,114561682,2,57280841
"1,298",Joel David Moore,114373173,5,22874635
"1,299",Christine Taylor,114326736,1,114326736
"1,300",Jamal Duff,114326736,1,114326736
"1,301",Stephen Root,114326736,2,57163368
"1,302",Christopher Williams,114326736,1,114326736
"1,303",Nathan Gamble,114311312,3,38103771
"1,304",Cozi Zuehlsdorff,114311312,2,57155656
"1,305",Mark Walton,114053579,1,114053579
"1,306",Susie Essman,114053579,1,114053579
"1,307",Dean Martin,113822483,6,18970414
"1,308",Leven Rambin,113612906,5,22722581
"1,309",Hugo Weaving,113570347,9,12618927
"1,310",Annie Mumolo,113257297,2,56628649
"1,311",Charles Dance,113123803,8,14140475
"1,312",Priyanka Chopra,112570415,10,11257042
"1,313",Carl Weathers,112539160,3,37513053
"1,314",Judge Reinhold,112399507,4,28099877
"1,315",Delroy Lindo,111806230,9,12422914
"1,316",Judd Nelson,111773646,14,7983832
"1,317",Julie Hagerty,111580055,6,18596676
"1,318",Christopher Daniel Barnes,111543479,1,111543479
"1,319",Max Charles,111506430,1,111506430
"1,320",Jackson Nicoll,111412557,2,55706279
"1,321",Koyuki Kato,111110575,1,111110575
"1,322",Dane DeHaan,111093369,8,13886671
"1,323",Danny Trejo,110858887,30,3695296
"1,324",Martin Short,110784964,8,13848121
"1,325",Millie Bobby Brown,110500138,3,36833379
"1,326",Carter Jenkins,110485654,3,36828551
"1,327",Eric Dane,110485654,3,36828551
"1,328",Bryce Robinson,110485654,1,110485654
"1,329",Kevin Sorbo,110316106,12,9193009
"1,330",Jason Patric,110240936,14,7874353
"1,331",Julianne Hough,109964115,4,27491029
"1,332",Leslie Nielsen,109777832,5,21955566
"1,333",Sterling K. Brown,109441580,6,18240263
"1,334",Allison Janney,109438401,10,10943840
"1,335",Bill Barretta,109332374,2,54666187
"1,336",Linda Kozlowski,109306210,1,109306210
"1,337",Faizon Love,109205660,4,27301415
"1,338",Hume Cronyn,109203145,3,36401048
"1,339",Josh Peck,108872801,6,18145467
"1,340",Jessica Simpson,108715082,3,36238361
"1,341",Elizabeth Hurley,108694170,6,18115695
"1,342",Nick Offerman,108615654,8,13576957
"1,343",Robert Hays,108463033,2,54231517
"1,344",John David Washington,108279546,6,18046591
"1,345",Laura Linney,108224366,9,12024930
"1,346",Bokeem Woodbine,107649754,3,35883251
"1,347",Steven Tyler,107518682,1,107518682
"1,348",David Dastmalchian,107498786,4,26874697
"1,349",Stephen McKinley Henderson,107496490,3,35832163
"1,350",Sharon Duncan-Brewster,107476785,1,107476785
"1,351",Chen Chang,107476785,1,107476785
"1,352",George C. Scott,107232185,6,17872031
"1,353",Julia Sawalha,106793915,1,106793915
"1,354",Dennis Hopper,106763285,9,11862587
"1,355",Sullivan Stapleton,106605972,3,35535324
"1,356",Hans Matheson,106580051,1,106580051
"1,357",Izabella Scorupco,106429941,1,106429941
"1,358",Olivia Munn,106203889,9,11800432
"1,359",Alexander Ludwig,106159089,7,15165584
"1,360",Franky G.,106126012,3,35375337
"1,361",Tom Everett Scott,105878697,7,15125528
"1,362",Dudley Moore,105777586,3,35259195
"1,363",Storm Reid,105693670,2,52846835
"1,364",Jennifer Coolidge,105618115,3,35206038
"1,365",Thomas Haden Church,105423321,7,15060474
"1,366",Julia Stiles,105084429,9,11676048
"1,367",Lili Reinhart,104968209,4,26242052
"1,368",Cardi B,104963598,1,104963598
"1,369",Madeline Brewer,104963598,7,14994800
"1,370",Mette Towley,104963598,1,104963598
"1,371",Trace Lysette,104963598,2,52481799
"1,372",Scott Speedman,104907580,10,10490758
"1,373",Hana Mae Lee,104897530,2,52448765
"1,374",Chrissie Fit,104897530,1,104897530
"1,375",Fred Armisen,104762853,4,26190713
"1,376",Alan Alda,104653641,5,20930728
"1,377",Brenton Thwaites,104541391,10,10454139
"1,378",Bruno Campos,104400899,1,104400899
"1,379",Lily Collins,104387329,14,7456238
"1,380",Britt Robertson,104110391,9,11567821
"1,381",Chloe Cserngey,104028807,1,104028807
"1,382",Jessica Tyler Brown,104028807,1,104028807
"1,383",William Forsythe,103742481,8,12967810
"1,384",R.G. Armstrong,103738726,1,103738726
"1,385",Anthony Michael Hall,103494766,9,11499418
"1,386",Cynthia Erivo,103323902,6,17220650
"1,387",Dabney Coleman,103290500,1,103290500
"1,388",Clea DuVall,103087732,6,17181289
"1,389",Steve Austin,103068524,1,103068524
"1,390",Lorraine Gary,102922376,1,102922376
"1,391",Murray Hamilton,102922376,1,102922376
"1,392",Jim Broadbent,102896382,12,8574699
"1,393",Anthony Quinn,102536779,10,10253678
"1,394",Priscilla Shirer,102490259,2,51245130
"1,395",Madison Wolfe,102470008,2,51235004
"1,396",Aml Ameen,102463494,4,25615874
"1,397",Rinko Kikuchi,102457695,3,34152565
"1,398",John Cleese,102197379,8,12774672
"1,399",Stephanie Sigman,102139612,3,34046537
"1,400",Zachary Gordon,101707197,3,33902399
"1,401",Anita Briem,101704370,1,101704370
"1,402",Embeth Davidtz,101647446,3,33882482
"1,403",Adam DeVine,101347019,4,25336755
"1,404",Jessica Rothe,101121976,7,14445997
"1,405",Margot Kidder,100954875,4,25238719
"1,406",Zach Woods,100938631,2,50469316
"1,407",Dom DeLuise,100753973,4,25188493
"1,408",Rufus Sewell,100644961,5,20128992
"1,409",Deric McCabe,100478608,1,100478608
"1,410",Peter Gallagher,100455403,6,16742567
"1,411",Cathy Moriarty,100328194,2,50164097
"1,412",Mary Wickes,100138851,1,100138851
"1,413",Charles Kimbrough,100138851,1,100138851
"1,414",Tony Jay,100138851,1,100138851
"1,415",Paul Kandel,100138851,1,100138851
"1,416",Alison Lohman,100060430,4,25015108
"1,417",Dianne Wiest,100047830,2,50023915
"1,418",Erika Rafuls,100047830,1,100047830
"1,419","Jason Robards, Jr.",100047830,2,50023915
"1,420",Zachary Lavoy,100047830,1,100047830
"1,421",Mary Stuart Masterson,98996779,7,14142397
"1,422",Dylan McDermott,98927592,4,24731898
"1,423",Quvenzhané Wallis,98707008,2,49353504
"1,424",Oakes Fegley,98544675,3,32848225
"1,425",Eric Christian Olsen,98349177,5,19669835
"1,426",Gerard Depardieu,98150772,18,5452821
"1,427",James Arnold Taylor,98124062,3,32708021
"1,428",Vincent D'Onofrio,98087788,7,14012541
"1,429",Mike Vogel,97832289,6,16305382
"1,430",Janet Jackson,97825550,2,48912775
"1,431",Jordan Fry,97822171,1,97822171
"1,432",Daniel Hansen,97822171,1,97822171
"1,433",Thomasin McKenzie,97821145,4,24455286
"1,434",Alicia Silverstone,97639889,12,8136657
"1,435",Gabriel Bateman,97592246,3,32530749
"1,436",Tom Skerritt,97464916,5,19492983
"1,437",Courtney B. Vance,97373137,3,32457712
"1,438",Doris Day,97021342,13,7463180
"1,439",Jim Carter,96878753,3,32292918
"1,440",Brian Dennehy,96861063,4,24215266
"1,441",Kirk Douglas,96807223,19,5095117
"1,442",Mira Sorvino,96647829,19,5086728
"1,443",Jennifer Hudson,96305690,6,16050948
"1,444",Matt McCoy,95761530,2,47880765
"1,445",Nicki Minaj,95687127,2,47843564
"1,446",Audrey Hepburn,95026492,5,19005298
"1,447",Randall Park,94894865,4,23723716
"1,448",Nadine Velazquez,94100617,3,31366872
"1,449",Jennifer Beals,94063574,3,31354525
"1,450",Sam Claflin,94036410,9,10448490
"1,451",Margaret Avery,94029472,1,94029472
"1,452",Julia Louis-Dreyfus,93976301,5,18795260
"1,453",Kate Mara,93837689,9,10426410
"1,454",Gaby Hoffmann,93825785,2,46912893
"1,455",Justin Theroux,93795222,7,13399317
"1,456",Peter Gerety,93772375,2,46886188
"1,457",Alex Wolff,93718173,11,8519834
"1,458",Laurence Olivier,93700000,5,18740000
"1,459",Larry Roberts,93600000,1,93600000
"1,460",Barbara Luddy,93600000,1,93600000
"1,461",Monica Calhoun,93573134,2,46786567
"1,462",Affion Crockett,93476638,5,18695328
"1,463",Manuel Garcia Rulfo,93432655,1,93432655
"1,464",Martin Sensmeier,93432655,2,46716328
"1,465",Alexander Pollock,93375151,1,93375151
"1,466",Connor Corum,92965537,2,46482769
"1,467",Frank Oz,92961786,2,46480893
"1,468",David Strathairn,92939985,9,10326665
"1,469",Debra Messing,92147955,5,18429591
"1,470",Sylvia Hoeks,92142878,3,30714293
"1,471",RJ Cyler,92122866,4,23030717
"1,472",Brad Renfro,92115211,1,92115211
"1,473",DMX,92060905,4,23015226
"1,474",Andi Matichak,92057223,3,30685741
"1,475",Alice Krige,92027888,2,46013944
"1,476",Cheryl Hines,92017872,5,18403574
"1,477",Pedro Pascal,91958141,3,30652714
"1,478",Rodney Dangerfield,91258000,1,91258000
"1,479",Lili Taylor,91188905,4,22797226
"1,480",Parker Posey,91185759,9,10131751
"1,481",Tyra Banks,91045921,2,45522961
"1,482",Douglas Smith,90955360,3,30318453
"1,483",Ron Lester,90776720,2,45388360
"1,484",Corbin Bleu,90700524,4,22675131
"1,485",Skylar Astin,90683473,6,15113912
"1,486",Madison Pettis,90648202,1,90648202
"1,487",Aidan Quinn,90622887,8,11327861
"1,488",Saffron Burrows,90584348,7,12940621
"1,489",Kelly Hu,90580000,2,45290000
"1,490",Steven Brand,90580000,1,90580000
"1,491",Lucas Grabeel,90560796,3,30186932
"1,492",Monique Coleman,90559416,1,90559416
"1,493",Michael Jordan,90463534,1,90463534
"1,494",Katt Williams,90445560,10,9044556
"1,495",Thomas Mann,90361337,7,12908762
"1,496",Emily Browning,90214319,9,10023813
"1,497",Cary Elwes,90088443,14,6434889
"1,498",Rhys Ifans,90086869,9,10009652
"1,499",Ruth Wilson,90022972,4,22505743
"1,500",Scott Glenn,89973360,4,22493340
"1,501",Terence Stamp,89768224,7,12824032
"1,502",Ashley Jensen,89705340,3,29901780
"1,503",Dacre Montgomery,89430937,2,44715469
"1,504",Ryan Guzman,89385404,9,9931712
"1,505",Gena Rowlands,89347178,5,17869436
"1,506",Dylan Minnette,89217875,1,89217875
"1,507",Daniel Zovatto,89217875,3,29739292
"1,508",Kristin Chenoweth,88911985,8,11113998
"1,509",Jake T. Austin,88791093,4,22197773
"1,510",David Rudman,88625922,1,88625922
"1,511",Matt Vogel,88625922,1,88625922
"1,512",Linda Hamilton,88401422,4,22100356
"1,513",Rex Harrison,88400000,5,17680000
"1,514",Stephen Dorff,87720859,13,6747758
"1,515",Donna Murphy,87388583,2,43694292
"1,516",Ella Purnell,87242834,3,29080945
"1,517",Keean Johnson,86694104,4,21673526
"1,518",Maureen Stapleton,86689714,3,28896571
"1,519",Anupam Kher,86652001,10,8665200
"1,520",La La Anthony,86598196,2,43299098
"1,521",Rod Steiger,86548199,3,28849400
"1,522",James Brolin,86432520,3,28810840
"1,523",Gabriel Iglesias,86422328,5,17284466
"1,524",Tony Revolori,86402178,6,14400363
"1,525",Doug Jones,86397192,4,21599298
"1,526",Mary Kay Place,86385117,4,21596279
"1,527",Aaliyah,86281140,2,43140570
"1,528",Nick Swardson,86278846,8,10784856
"1,529",Logan Miller,86113939,7,12301991
"1,530",Steven Wright,86089513,1,86089513
"1,531",Matt Lanter,86013959,4,21503490
"1,532",Timothy Dalton,85852015,2,42926008
"1,533",Lana Condor,85838210,5,17167642
"1,534",Veronica Taylor,85744662,1,85744662
"1,535",Mykelti Williamson,85718777,4,21429694
"1,536",Yul Brynner,85400591,2,42700296
"1,537",Eddie Griffin,85375170,6,14229195
"1,538",Becky G,85364450,2,42682225
"1,539",Ilene Woods,85000000,1,85000000
"1,540",Briana Evigan,84887449,5,16977490
"1,541",Taylor Russell,84858027,4,21214507
"1,542",Matt Stone,84812437,2,42406219
"1,543",Corbin Bernsen,84646327,10,8464633
"1,544",Katie Silverman,84410380,1,84410380
"1,545",Cindy Slattery,84410380,1,84410380
"1,546",Alfie Allen,84395614,4,21098904
"1,547",Eliza Dushku,84340677,6,14056780
"1,548",Sam Elliott,84306014,5,16861203
"1,549",Cliff Edwards,84300000,1,84300000
"1,550",Dick Jones,84300000,1,84300000
"1,551",Camilla Belle,84187099,5,16837420
"1,552",Neil Fanning,84185387,1,84185387
"1,553",Lauren London,84185371,3,28061790
"1,554",Ella Jay Basco,84158461,1,84158461
"1,555",Lil Rel Howery,84127022,7,12018146
"1,556",Zoey Deutch,84114421,10,8411442
"1,557",Don Novello,84052762,1,84052762
"1,558",Claudia Christian,84052762,1,84052762
"1,559",Corey Burton,84052762,1,84052762
"1,560",Jacqueline Obradors,84052762,1,84052762
"1,561",Phil Morris,84052762,2,42026381
"1,562",Kate Upton,83911193,1,83911193
"1,563",Joshua Jackson,83684608,6,13947435
"1,564",Daniel Brühl,83665265,12,6972105
"1,565",Ramon Rodriguez,83552429,1,83552429
"1,566",Joseph Morgan,83504017,1,83504017
"1,567",Peter Stebbings,83504017,1,83504017
"1,568",J. Michael Finley,83482352,1,83482352
"1,569",Chris Knights,83350911,1,83350911
"1,570",Annet Mahendru,83350911,1,83350911
"1,571",Tommy Chong,83266087,3,27755362
"1,572","John Gallagher, Jr.",83262919,4,20815730
"1,573",Jimmy Tatro,83240103,1,83240103
"1,574",Amber Tamblyn,83235100,4,20808775
"1,575",Keith L. Williams,83140306,1,83140306
"1,576",Brady Noon,83140306,1,83140306
"1,577",Woody Allen,82984825,5,16596965
"1,578",Bella Heathcote,82970386,5,16594077
"1,579",Michael Vartan,82941753,3,27647251
"1,580",Eric Stoltz,82761621,9,9195736
"1,581",Philip Bolden,82674398,1,82674398
"1,582",Aleisha Allen,82674398,1,82674398
"1,583",Ken Kirzinger,82622655,1,82622655
"1,584",Paul Dano,82572167,10,8257217
"1,585",Monica Bellucci,82548174,6,13758029
"1,586",Donald Pleasance,82461000,6,13743500
"1,587",Damon Wayans Jr.,82390774,4,20597694
"1,588",Stephen Collins,82258456,2,41129228
"1,589",Taylor Schilling,81947998,9,9105333
"1,590",Jill Scott,81665361,2,40832681
"1,591",Tim McGraw,81474842,2,40737421
"1,592",Phil Hartman,81469079,2,40734540
"1,593",Alex Winter,81462374,3,27154125
"1,594",Benjamin Walker,81270788,5,16254158
"1,595",Mark Addy,81181487,2,40590744
"1,596",Jacob Pitts,81159365,1,81159365
"1,597",Aaron Yoo,81159365,1,81159365
"1,598",Liza Lapira,81159365,1,81159365
"1,599",Willie Nelson,81136142,4,20284036
"1,600",Leighton Meester,81107145,6,13517858
"1,601",Marsai Martin,80987852,3,26995951
"1,602",Danny Huston,80752480,6,13458747
"1,603",Elisabeth Moss,80717705,12,6726475
"1,604",Nate Parker,80639002,5,16127800
"1,605",Bill Paxton,80395996,8,10049500
"1,606",Anna Chlumsky,80261990,3,26753997
"1,607",Darius A. Rose,80197993,1,80197993
"1,608",Hector Jimenez,80197993,1,80197993
"1,609",Michael Stahl-David,80054480,3,26684827
"1,610",Jessica Lucas,80048433,1,80048433
"1,611",Art Carney,79916394,2,39958197
"1,612",Kimberly Elise,79794883,2,39897442
"1,613",T.I. Tip Harris,79771177,4,19942794
"1,614",Gulliver McGrath,79727149,1,79727149
"1,615",Celia Imrie,79528759,5,15905752
"1,616",Ronald Pickup,79461905,2,39730953
"1,617",Elizabeth Mitchell,79071464,4,19767866
"1,618",Sinbad,79046770,3,26348923
"1,619",David Carradine,78440548,5,15688110
"1,620",J.K. Simmons,78231411,17,4601848
"1,621",Rachael Leigh Cook,77733334,9,8637037
"1,622",James Stewart,77446222,13,5957402
"1,623",Brittany Murphy,77430924,5,15486185
"1,624",Anya Taylor-Joy,77280118,8,9660015
"1,625",Max Records,77233467,2,38616734
"1,626",Quinton Jackson,77224090,2,38612045
"1,627",Robert Carlyle,77005560,6,12834260
"1,628",Charles S. Dutton,76705790,4,19176448
"1,629",Peter Sellers,76702840,6,12783807
"1,630",Richard Hunt,76657000,1,76657000
"1,631",Jerry Nelson,76657000,1,76657000
"1,632",Jim Henson,76657000,1,76657000
"1,633",Sarah Polley,76612778,4,19153195
"1,634",Amandla Stenberg,76604057,5,15320811
"1,635",Nick Robinson,76293381,7,10899054
"1,636",Herta Ware,76257348,1,76257348
"1,637",Don Ameche,76257348,1,76257348
"1,638",Tahnee Welch,76257348,1,76257348
"1,639",Gwen Verdon,76257348,2,38128674
"1,640",Wilford Brimley,76257348,1,76257348
"1,641",Jack Gilford,76257348,1,76257348
"1,642","Curtis ""50 Cent"" Jackson",76157145,7,10879592
"1,643",Roselyn Sánchez,76139084,2,38069542
"1,644",Liev Schreiber,76092231,12,6341019
"1,645",Jon Cryer,75913184,4,18978296
"1,646",Aaron Paul,75899943,15,5059996
"1,647",Peter Sarsgaard,75891816,8,9486477
"1,648",David Niven,75844718,6,12640786
"1,649",Leonard Howze,75781642,1,75781642
"1,650",Jake Miklovich,75764085,1,75764085
"1,651",Ryan Milkovich,75764085,1,75764085
"1,652",Izabella Miko,75690653,3,25230218
"1,653",Malcolm McDowell,75683752,11,6880341
"1,654",Maggie Elizabeth Jones,75624550,1,75624550
"1,655",Matthew Fox,75612570,4,18903143
"1,656",Ronda Rousey,75431302,2,37715651
"1,657",Charles Bronson,75305712,9,8367301
"1,658",Alfred Molina,75083313,8,9385414
"1,659",Ed Speleers,75030163,3,25010054
"1,660",Lea Michele,74869383,3,24956461
"1,661",Heather O'Rourke,74706019,1,74706019
"1,662",Omari Hardwick,74340585,9,8260065
"1,663",James Badge Dale,74246684,7,10606669
"1,664",Matthew Perry,74192677,2,37096339
"1,665",Keith Coogan,73987060,3,24662353
"1,666",Jorge Garcia,73940815,3,24646938
"1,667",Mitchel Musso,73661010,2,36830505
"1,668",Derek Richardson,73541319,2,36770660
"1,669",Alicia Keys,73443217,2,36721609
"1,670",Rachel Brosnahan,73391012,7,10484430
"1,671",Himesh Patel,73286650,1,73286650
"1,672",David Otunga,73266289,2,36633145
"1,673",K.J. Smith,73257045,1,73257045
"1,674",Rome Flynn,73257045,1,73257045
"1,675",Patrice Lovely,73257045,1,73257045
"1,676",Jen Harper,73257045,1,73257045
"1,677",Quin Walters,73257045,1,73257045
"1,678",Derrick Morgan,73257045,1,73257045
"1,679",Ciera Payton,73257045,1,73257045
"1,680",Dean Norris,73235179,3,24411726
"1,681",Daniel Studi,73215310,1,73215310
"1,682",Jena Malone,72907829,12,6075652
"1,683",Anton Starkman,72679278,1,72679278
"1,684",Katie Crown,72679278,1,72679278
"1,685",Stephen Kramer Glickman,72679278,1,72679278
"1,686",Ethan Embry,72616605,7,10373801
"1,687",Connie Nielsen,72484428,7,10354918
"1,688",Jim Cummings,72450813,5,14490163
"1,689",Alexandra Shipp,72392133,6,12065356
"1,690",Madeleine Stowe,72329310,2,36164655
"1,691",Ann-Margret,72121507,6,12020251
"1,692",Patricia Arquette,71996330,9,7999592
"1,693",Peter Weller,71973796,6,11995633
"1,694",Meg Tilly,71933329,3,23977776
"1,695",Lauren Cohan,71928314,3,23976105
"1,696",Helen Slater,71624879,2,35812440
"1,697",John Turturro,71536910,10,7153691
"1,698",Iko Uwais,71180298,7,10168614
"1,699",Paul Reubens,70702673,4,17675668
"1,700",Emmy Rossum,70685128,4,17671282
"1,701",Kirk Cameron,70612199,4,17653050
"1,702",Klay Thompson,70592228,1,70592228
"1,703",Nneka Ogwumike,70592228,1,70592228
"1,704",Anthony Davis,70592228,1,70592228
"1,705",Diana Taurasi,70592228,1,70592228
"1,706",Damian Lillard,70592228,1,70592228
"1,707",Jeff Bergman,70592228,1,70592228
"1,708",Harold Perrineau,70525195,1,70525195
"1,709",Melissa De Sousa,70525195,1,70525195
"1,710",TC Stallings,70377189,3,23459063
"1,711",Sara Paxton,70370577,8,8796322
"1,712",Scott Caan,70316364,3,23438788
"1,713",Vicky Krieps,70305601,5,14061120
"1,714",Tim Roth,70262579,18,3903477
"1,715",Jonathan Frakes,70187658,1,70187658
"1,716",Marina Sirtis,70187658,1,70187658
"1,717",LeVar Burton,70187658,1,70187658
"1,718",Anthony Zerbe,70187658,1,70187658
"1,719",Michael Dorn,70187658,1,70187658
"1,720",Gates McFadden,70187658,1,70187658
"1,721",Dakota Blue Richards,70107728,1,70107728
"1,722",Trini Alvarado,70065650,2,35032825
"1,723",Rashida Jones,69941968,6,11656995
"1,724",Alexis Bledel,69752015,6,11625336
"1,725",Spike Lee,69727040,4,17431760
"1,726",Jimmy Bennett,69670355,2,34835178
"1,727",Arielle Kebbel,69608529,3,23202843
"1,728",Y'Lan Noel,69488745,3,23162915
"1,729",Lex Scott Davis,69488745,2,34744373
"1,730",Steve Harris,69488745,1,69488745
"1,731",Jovian Wade,69488745,1,69488745
"1,732",Lisa Kudrow,69426106,4,17356527
"1,733",Ellen Burstyn,69260951,13,5327765
"1,734",Matt LeBlanc,69117629,2,34558815
"1,735",Kathleen Pollard,68947075,1,68947075
"1,736",Zoe Margaret Colletti,68947075,2,34473538
"1,737",Gabriel Rush,68947075,1,68947075
"1,738",Austin Abrams,68947075,2,34473538
"1,739",Lorraine Toussaint,68947075,1,68947075
"1,740",Austin Zajur,68947075,2,34473538
"1,741",Natalie Ganzhorn,68947075,1,68947075
"1,742",Gil Bellows,68947075,3,22982358
"1,743",Michael Garza,68947075,1,68947075
"1,744",Patrick Warburton,68806178,4,17201545
"1,745",Troy Garity,68758972,3,22919657
"1,746",Evan Peters,68719231,6,11453205
"1,747",KaDee Strickland,68631682,2,34315841
"1,748",Owen Wilder Vaccaro,68549695,1,68549695
"1,749",Prince,68392977,1,68392977
"1,750",Lin Shaye,68261850,8,8532731
"1,751",Gary Owen,67922347,2,33961174
"1,752",Anthony Perkins,67841901,4,16960475
"1,753",Beth Moore,67790117,1,67790117
"1,754",Karen Abercrombie,67790117,2,33895059
"1,755",Andrea Riseborough,67615049,15,4507670
"1,756",Natasha Richardson,67552518,2,33776259
"1,757",Maude Apatow,67544505,2,33772253
"1,758",Iris Apatow,67544505,1,67544505
"1,759",David A.R. White,67488777,6,11248130
"1,760",Abbie Cornish,67461798,11,6132891
"1,761",Julianna Gamiz,67363237,1,67363237
"1,762",Gustavo Quiroz,67363237,1,67363237
"1,763",Wil Wheaton,67361356,2,33680678
"1,764",Yulia Snigir,67349198,1,67349198
"1,765",Matthew MacFadyen,67331003,3,22443668
"1,766",Louise Lombard,67286731,2,33643366
"1,767",Billy Burke,67268835,3,22422945
"1,768",Lela Rochon,67052156,1,67052156
"1,769",Kerris Dorsey,66954149,1,66954149
"1,770",Garrett M. Brown,66758538,1,66758538
"1,771",Jean Louisa Kelly,66758538,1,66758538
"1,772",Elaine Bromka,66758538,1,66758538
"1,773",Reba McEntire,66757013,1,66757013
"1,774",Masi Oka,66757013,1,66757013
"1,775",D.J. Khaled,66757013,1,66757013
"1,776",Chris Brown,66633075,2,33316538
"1,777",Austin O’Brien,66575494,2,33287747
"1,778",Charlie Tahan,66494051,3,22164684
"1,779",Bobby Campo,66484803,5,13296961
"1,780",Peter Falk,66421552,5,13284310
"1,781",Romeo Miller,66384130,4,16596033
"1,782",Bridgette Wilson,66306557,2,33153279
"1,783",Mathieu Amalric,66088002,11,6008000
"1,784",Kevin Nash,66013057,2,33006529
"1,785",Adam Rodriguez,66013057,1,66013057
"1,786",Kelly Clarkson,65920402,4,16480101
"1,787",Sophie Turner,65845974,6,10974329
"1,788",Warwick Davis,65803157,2,32901579
"1,789",Jenna Dewan,65738646,4,16434662
"1,790",Natasha Henstridge,65734629,10,6573463
"1,791",Chad Michael Murray,65489351,13,5037642
"1,792",Tony Leung Chiu Wai,65479128,5,13095826
"1,793",Jaime King,65321274,5,13064255
"1,794",Jason Mewes,65302289,9,7255810
"1,795",Olivia DeJonge,65206105,4,16301526
"1,796",Deanna Dunagan,65206105,1,65206105
"1,797",Peter McRobbie,65206105,1,65206105
"1,798",Jon Bass,65191864,3,21730621
"1,799",Eleanor Tomlinson,65187603,2,32593802
"1,800",Harry J. Lennix,65070412,1,65070412
"1,801",Leonard Earl Howze,65070412,1,65070412
"1,802",Pam Grier,65035841,5,13007168
"1,803",Derek Mears,65002019,1,65002019
"1,804",Jonathan Lipnicki,64988411,4,16247103
"1,805",Chris Farley,64979027,2,32489514
"1,806",Ronald Lee Clark,64935167,1,64935167
"1,807",Mark Povinelli,64935167,1,64935167
"1,808",Martin Klebba,64935167,1,64935167
"1,809",Jordan Prentice,64935167,1,64935167
"1,810",Danny Woodburn,64935167,2,32467584
"1,811",Joey Gnoffo,64935167,1,64935167
"1,812",Sebastian Saraceno,64935167,1,64935167
"1,813",Oliver Jackson-Cohen,64914050,2,32457025
"1,814",Irma P. Hall,64771076,2,32385538
"1,815",Rachel Hurd-Wood,64720832,4,16180208
"1,816",Jonathan Kydd,64665672,1,64665672
"1,817",Shane Richie,64665672,1,64665672
"1,818",Michael Angarano,64618411,5,12923682
"1,819",Alex Russell,64600489,6,10766748
"1,820",Adelaide Kane,64473115,2,32236558
"1,821",Max Burkholder,64473115,2,32236558
"1,822",Kaley Cuoco,64463500,4,16115875
"1,823",Daniel Gill,64460211,1,64460211
"1,824",Aaron Takahashi,64460211,2,32230106
"1,825",Dean Cain,64435625,11,5857784
"1,826",Geraldine Viswanathan,64377982,4,16094496
"1,827",Danielle Panabaker,64310358,4,16077590
"1,828",Jessica Ellen Cornish,64063008,1,64063008
"1,829",Jesse Tyler Ferguson,64063008,1,64063008
"1,830",Jennifer Grey,63892689,2,31946345
"1,831",Adam Scott,63558697,7,9079814
"1,832",Chris Elliott,63477796,3,21159265
"1,833",Jessie Usher,63425400,2,31712700
"1,834",Jeff Cohen,63291156,1,63291156
"1,835",Ke Huy Quan,63291156,1,63291156
"1,836",Kerri Green,63291156,1,63291156
"1,837",Judy Garland,63185891,8,7898236
"1,838",Mike Judge,63118386,1,63118386
"1,839",Brooklynn Prince,63034217,3,21011406
"1,840",Charlotte Le Bon,62511797,5,12502359
"1,841",Tika Sumpter,62447254,5,12489451
"1,842",Elijah Kelley,62305960,2,31152980
"1,843",Cécile de France,62253212,8,7781652
"1,844",Jill Clayburgh,62200000,2,31100000
"1,845",Lee Evans,61894591,2,30947296
"1,846",Kylie Rogers,61705123,3,20568374
"1,847",Rob Brown,61562029,2,30781015
"1,848",Mel Rodriguez,61555145,2,30777573
"1,849",Carol Kane,61549734,7,8792819
"1,850",Israel Broussard,61529577,2,30764789
"1,851",Adrienne King,61477377,2,30738689
"1,852",Issa Rae,61438666,4,15359667
"1,853",Christie Brinkley,61400000,1,61400000
"1,854",Steven Yeun,61305907,5,12261181
"1,855",Christopher Lambert,61126704,10,6112670
"1,856",Mireille Enos,60983361,2,30491681
"1,857",Tenzing Norgay Trainor,60761390,1,60761390
"1,858",Joseph Izzo,60761390,1,60761390
"1,859",Albert Tsai,60761390,1,60761390
"1,860",Chloe Bennet,60761390,2,30380695
"1,861",Shane Harper,60755732,1,60755732
"1,862",Kevin Heffernan,60686695,5,12137339
"1,863",Peter Fonda,60602235,4,15150559
"1,864",Mark Webber,60373935,8,7546742
"1,865",Karen Black,60339542,7,8619935
"1,866",Gideon Adlon,60311495,3,20103832
"1,867",Sam Shepard,60307499,10,6030750
"1,868",Essence Atkins,60210921,4,15052730
"1,869",Sean Bean,60120816,11,5465529
"1,870",Paul Rodriguez,60085001,3,20028334
"1,871",Brett Kelly,60060328,1,60060328
"1,872",Tony Cox,60060328,1,60060328
"1,873",Jean Smart,60049901,3,20016634
"1,874",JoBeth Williams,60046059,5,12009212
"1,875",Chase Ellison,60028656,2,30014328
"1,876",Destiny Grace Whitlock,60022256,1,60022256
